用户名,时间,内容,星级,点赞,,,
在川西草原写作业的辣子鸡,2023-04-1421:04,来的不是那么巧，好多展馆都在维护，特品展那边镇馆之宝一层全关的，在珍宝馆好歹看到了芙蓉炉，长在心尖尖上安的宝物啊,3.5,0, , , 
旋转的子弹,2023-04-1419:15," 到南京出差，住在明故宫附近，趁着空闲时间到南京博物院转转。看着离得不远了索性扫了一个共享单车就骑过来了。记得看**上说南京博物院好像是能在全国的博物院中排第三。确实建设的不错，不过赶上了旅游季，人着实多的不行，光排队进门就等了好半天。内容还是挺丰富的，有好几个不同类型的场馆，因为时间紧，没有逛全，花了二十块钱租了一个讲解器，不过感觉讲解器不够智能，说是到一个展品前会自动播报讲解，但好多都处于静默状态！最后还是在文创店买了点冰箱贴，结账都是排大队。本想买个明信片盖章打卡的，但看到那长长的队伍还是放弃了……   		   ",4,0, , , 
桃之夭夭的鱼,2023-04-1418:08," 一定要提前预约！一定要提前预约！一定要提前预约！参观的时候看见好几位因为没有预约只能被拒之门外的游客，不要怀着碰运气的想法，因为真的很难很难。 带着小朋友是一大早开门就去，所以人没那么多，里面的场馆个人感觉都很值得好好观看，小朋友更喜欢数字馆，体验的比较多；我更喜欢历史馆和特展馆；喜欢拍照的集中在民国馆，总之这里面的展馆完全适合各个年龄阶层，设计也非常合理。 小朋友买了里面的纪念币和冰箱贴，参观累了还可以到顶层喝点饮品吃个简餐看看风景。 建议穿着舒适的鞋，至少半天，好好走一遍博物院，最后一定会收获颇丰！   		   ",5,1, , , 
吃醋，谁借点螃蟹,2023-04-1417:12," 南京，六朝古都，有着深厚的文化底蕴，南京博物院正是体现这文化底蕴的地方。六朝多少事，尽在博物院的馆藏中，南京博物院主要分为四大展馆：历史馆、艺术馆、非遗馆和民国馆。喜欢拍照的朋友应该最喜欢民国馆，非常出片。特展馆的楼顶还有一个咖啡馆，可以坐在这里欣赏一下紫金山的绝美风光。但是记住，参观南京博物院是需要提前预约的，且上午票最晚到13：00之前可进馆，超时不准进入。比如我，就是那个预约上午票，超时未能成功进馆的   		   ",5,1, , , 
小蒜啊,2023-04-1417:03," 来南京必打卡的南博充分展现博物院和博物馆的区别。 参观需要提前在微信公众号预约，预约开启后很快就没，一定要多提前几天。预约可选上午下午，我约的上午，差几分钟卡在12点前进去了 南博一共6个馆，进门走过草地正对的是历史馆，也是主馆，我就从这进去的，12点这种饭点人相对少点，不排队，出门时下午就排队了，也可以从左手边艺术馆进去。 时间实在有限，只逛了历史和特展2个馆，里面藏品已经非常丰富了，强烈建议带足干粮，累了随便找个座位吃两口就能满血复活又能逛了，馆内有免费饮水设备，带空瓶子就行。 各个馆都有盖章的地方，想去盖的朋友一定做好心理准备，排队的人超级疯狂。 总之南博有机会一定要再去，估计当地人也是常看常新。   		   ",5,2, , , 
匿名用户,2023-04-1416:26," 来南京旅游一定要来！南京博物院！微信小程序需要提前预约，有最晚的进馆时间，建议留半天时间游玩，我们来的太晚了，所以最后只能草草地看了下，展馆非常大有多个区域，也有打卡活动，总之还是非常推荐来参观一下的。   		   ",5,0, , , 
請叫小韓同學嗷,2023-04-1415:21,"周一闭馆，去的话要提前预约一下，免费参观，记得带着身份证就行
现在盖章很火，基本想要盖到章要排半个小时左右的队，我记得一进门中心天井有一处盖章处，民国馆也有一处（人相对较少），其他不记得了。",5,4, , , 
三个3,2023-04-1415:16," 叹为观止！ 从早上十点，马不停蹄地仔细观赏，一直逛到17点闭馆，意犹未尽，如果你喜欢参观博物馆，建议一早就来。 可以带点吃喝，也可以中午在五楼咖啡厅吃东西。  现在南京已经俨然网红城市，非节假日里博物馆都乌泱乌泱。所以，最好提前一周预约。  场馆超级大，里边现代，气派。有许多实木大座椅，供游客休息，很方便，点赞。  37万件展品，我不知自己看了多少件，与历史对话，意趣盎然。 许多学生，拍照的，盖章的，汉服秀的，就连博物馆商店都是排队进入。好家伙~多亏我不买东西。  除了负一层几个书法馆，绘画馆游客不多以外，其他如民国馆，科技馆，历史馆，都是人从众。 有几个镇馆之宝如“金蝉玉叶”、啥来着……出借或者什么原因不展出没看到。图二~图四都是镇馆之宝????故事颇多，或者价值连城~  过去~现在~未来~ 过去心不可得 现在心不可得 未来心不可得   		   ",5,6, , , 
伊伊567,2023-04-1414:14," 到了南京还是要去南京博物院打卡的！之前没出发前就在南京博物院公众号上抢票抢不到我是提前在淘宝上买了黄牛票30一张（去了现场后其实扫博物院门口的二维码运气好的话就是免费的）但是如果当天限流那也没办法！还是挺大的场馆有艺术馆珍宝馆民国馆科技馆各种馆带娃见见世面还是非常有必要的孩子们也玩的不会觉得无聊。开开眼界挺好还有自动的解说机可以租借孩子自己就能边听边了解这些珍贵的文物宝物的历史和意义！   		   ",5,1, , , 
lalammgosymuu,2023-04-1412:17," 作为一个对看展还比较喜爱的人，去南京当然要去南京博物院啦。现在要提前在公众号里预约，然后凭身份证进入。如果发现想要的时间约满，可以试试当天再点进去，会有余票放出。 我约了3月31日下午和4月1日下午的两次，3月31日下午两点五十到博物院，历史馆人超级超级多，都快排到大门口了。但好在移动速度比较快，三点十几分进入参观。4月1下午早了一个小时，两点到的，不过没有去历史馆了，去了艺术馆。那时候历史馆外面排队人没有很多，等从艺术馆出来，人又多啦。 现在大多数人喜欢盖章，我也先去特展馆入了本子盖章，然后再去参观。建议租一个20元的讲解器，这样对馆藏有了解。南博的展真的好看，但两个下午感觉还逛不够，以后再来。   		   ",5,0, , , 
安好,2023-04-1412:00,大家要早去哦，早去人不是特别多，一定记得提前预约，里面很多馆，大家不要遗漏了,5,2, , , 
Panda,2023-04-1408:54,非常完美，感受到了历史文化的洗礼！,5,0, , , 
Sakura_5099,2023-04-1408:39," 旅游做攻略的时候就非常的期待来南京博物院看看了，坐地铁二号线走上不用10分钟就到了。从主馆进去就慢慢的欣赏南京的历史文化以及文物珍藏。非常有幸的看到了金缕玉衣。金丝保存的非常完整，也感叹古人的鬼斧神工。特别推荐民国馆，虽然是商家营销的噱头，但是一点也不影响是拍照打卡的最佳地址。   		   ",5,0, , , 
爱吃爱玩啊zy,2023-04-1405:32," 要提前预约好记得带身份证要提前预约好记得带身份证要提前预约好记得带身份证重要的事说三遍这次由于没有提前预约导致现场根本没有号进不去所以很遗憾没有参观到里面因为是来出差也是临时规划所以没有提前做好功课在这里提醒要来的宝子们千万别忘了要提前预约好记得带身份证下次来南京再去吧还有这里免费参观可以花钱请讲解哦   		   ",4,12, , , 
壶口瀑布2012,2023-04-1323:25," 周末带娃去了南京博物院～要提前预约不然进不去，比想象中的大，进馆可以租个讲解器，小朋友可以租个平板讲解器每听完一个还有小科普，看了三个多小时才看了2个馆，中间去特展馆吃了午饭，不亏是中国三大博物馆之一，这次时间有点赶，小朋友说下次还要去.   		   ",4.5,0, , , 
我是吴E范,2023-04-1323:20,南京来必打卡的地方，有??骨，那个民国馆里特别有意思，真的仿佛来到了民国,5,0, , , 
婷婷超爱吃火锅,2023-04-1322:21," 我们是杭州到南京·男朋友说必打卡·南京博物院· 需要提前预约·地方很大·有不同的展览馆·不同的时期·六朝·古代文明事迹·每个时间出来的文物上面都标有时间·很有参观价值· 除了北京的博物院·应该就属南京的博物院了吧·人真的很多·一定要提前微信小程序预约哦   		   ",5,0, , , 
匿名用户,2023-04-1322:13," 下雨天去的，人都好多！超大！一进去要过安检，然后有好几号馆，感兴趣有讲解的那种收音机，可以好好听，逛，感受文物。还可以打卡盖章，人太多了没排上，还有纪念品商店可以去按需购买，推荐大家来哦，记得提前预约，带上身份证。   		   ",5,0, , , 
阿门门门儿,2023-04-1321:16," 真的是非常的震撼～南京不愧是六朝古都，文化底蕴深厚，一共有6个馆（逛下来要累死了），馆外有自助的讲解机，可以自由选择，我个人觉得没啥用，不是特别的灵敏。馆里人特别多，能看的东西也很多，从化石一直到国宝，还有青铜器，还有瓷器等等……玲琅满目，建议大家去！   		   ",5,0, , , 
vivilovetu,2023-04-1319:11," 金陵行No.10 博物馆控绝不能错过的国内四大博物院之一。 一定提前预约，越早越好，尽量约到上午。因为一天中可出再进，所以约上午的话中午可以出去吃点东西休息下，下午再继续，参观得会更深度。如果根据自己兴趣适当取舍的话，半天时间也大概够了。我是书画馆和民国风情街只简单看了下。 建议租个讲解器，展品确实量多质高，配合讲解更好。 网红墙很多人排队等拍照，看喜好因人而异。如果想再集个纪念章的，大批的学生排队，做好时间预期。   		   ",4.5,5, , , 
小葵爱吃肉,2023-04-1315:53," 南京博物院是中国创建最早的博物馆。国家AAAA级旅游景区。 去过多次南京，但博物院就去过一次，很早了，但印象还挺深刻，当年各家还没开始流行卷文创。 如今，南博已经形成“一院六馆”格局——历史观、艺术馆、特展馆、民国馆、数字馆和非遗馆。 馆藏文物展示了从数十万年前的旧石器时代到唐、宋、元、明、清时期。 还是应该近期再去好好打卡欣赏一番的。082   		   ",4,1, , , 
